"","Amplitude_ID","Total_Events","Total_Sessions","Usage_Min","First_Seen","Last_Seen","Num_Purchases","Total_Spent","user_id","carrier","city","country","device","device_type","dma","ip_address","language","library","os","paying","platform","region","start_version","version","gp.Active.Projects","gp.Collected.Daily.Artwork","gp.camera_permission","gp.camera_roll_count","gp.daily_artwork_count","gp.photos_permission","gp.project_count","gp.push_enabled"
"1","7607370819",2,1,0.5,2016-06-28,2016-06-28,0,0,"CloudKit-968549417df043b90caa44e830bdd57b939834ef036ad102b2baee00d02412e32bbc0c40a787d51f474bab4b570d38f16567b9ada88ac6582c123197475099c8","Verizon","Saint Paul","United States","Apple iPhone","Apple iPhone 6s","Minneapolis-St. Paul, MN","68.54.17.209","English","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Minnesota","3.3.3","3.3.3",0,0,FALSE,3067,0,TRUE,0,FALSE
"2","7803601245",34,1,3,2016-07-04,2016-07-04,0,0,"CloudKit-960da98fd5f510032b156fef384b3ecdab3d8ab5a049fad882b88489e533358ea878ae5804c13e5245976a9b5c1cdbd6e2f81fb1157a6ff1959eb1999427607e","Carrier","Klaipėda","Lithuania","Apple iPad","Apple iPad 3","","78.57.199.122","English","amplitude-ios/3.8.1","ios 9.2",FALSE,"iOS","Klaipėda County","3.4.0","3.4.0",0,0,FALSE,1530,0,TRUE,1,FALSE
"3","5876141805",153,6,7,2016-05-01,2016-07-06,0,0,"","中国移动","Shenzhen","China","Apple iPhone","Apple iPhone 6s Plus","","117.136.31.239","Chinese","amplitude-ios/3.8.1","ios 9.2.1",FALSE,"iOS","Guangdong","3.3.2","3.4.0",0,0,FALSE,1695,1,TRUE,2,FALSE
"4","6589315610",24,2,3,2016-02-08,2016-06-27,0,0,"CloudKit-c75c63e8716ba960194fa3864ee4e0d18872db40b79ad35b8d3d9c0b47aee796519305128eb58710db33112810a7bcd61468869b419948db637d6dd4c84a431d","Proximus","Valencia","Spain","Apple iPhone","Apple iPhone 6","","90.174.4.120","English","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Valencia","","3.3.3",0,0,FALSE,2386,0,TRUE,1,FALSE
"5","5841926366",2405,41,300,2016-04-29,2016-07-27,0,0,"CloudKit-5d959e6b31cc8abd55b7596c0aa9cfede54994c176219a3d90a1e44d89de7bb36cd53f5ceb6c195f16f8a411206da270c4b2f382c61d5dae681dd7b08793fc18","Verizon","Midland","United States","Apple iPhone","Apple iPhone 5s","Flint-Saginaw-Bay City, MI","68.188.182.15","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Michigan","3.3.2","3.5.0",0,0,TRUE,473,2,TRUE,13,FALSE
"6","5947381880",230,10,31,2016-05-04,2016-07-11,0,0,"","Telstra","Brighton Beach","Australia","Apple iPhone","Apple iPhone 6s Plus","","101.181.181.223","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Victoria","3.3.2","3.4.0",0,0,FALSE,2988,0,TRUE,16,FALSE
"7","6591340808",53,1,11,2016-02-12,2016-07-02,0,0,"CloudKit-76b7407573a59514a84c66ddbff816ac82262e208e73d5a3b01fbb73acca2a6255144f07bb1a4cb28d6c9e1dce3f62eb17a9782840d4672a753c38777706058f","Vodafone.de","Hamburg","Germany","Apple iPhone","Apple iPhone 6 Plus","","109.47.2.204","German","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Hamburg","","3.4.0",0,0,FALSE,7999,0,TRUE,3,FALSE
"8","8386860254",11,1,0.5,2016-07-24,2016-07-24,0,0,"","Claro Brasil","Campo Grande","Brazil","Apple iPhone","Apple iPhone 5s","","179.214.142.14","Portuguese","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Mato Grosso do Sul","3.5.1","3.5.1",0,0,FALSE,873,0,TRUE,11,FALSE
"9","6590292004",46,1,3,2016-04-21,2016-07-22,0,0,"CloudKit-ce460df32dfefc10b6804ac3811c04e06f80327f27eed054b31dcaf5f430598e993591a957f1aab56b0ca5c3e0c12c7a966419781819feb9cc3db8e468a6bcfd","AT&T","Dallas","United States","Apple iPhone","Apple iPhone 6","Dallas-Ft. Worth, TX","166.137.106.202","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Texas","","3.5.1",0,0,FALSE,2650,0,TRUE,11,FALSE
"10","6035882764",146,6,29,2016-05-07,2016-07-08,1,0.99,"CloudKit-9f292d4d0ba717b945340fba0876c1b786b2c3353635254ca34a3ff1faf359e476d2fc253225538b9fe7841b7344a72811ea6d88aae233f26a6ef5f440406259","Nextel","Sapiranga","Brazil","Apple iPhone","Apple iPhone 6s","","177.156.15.134","Portuguese","amplitude-ios/3.8.1","ios 9.3.2",TRUE,"iOS","Rio Grande do Sul","3.3.3","3.4.0",0,0,FALSE,6949,0,TRUE,3,FALSE
"11","7795062461",3,1,0.5,2016-07-04,2016-07-04,0,0,"","","Shizuoka","Japan","Apple iPad","Apple iPad Mini","","210.229.1.86","Japanese","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Shizuoka","3.4.0","3.4.0",0,0,FALSE,361,0,TRUE,0,FALSE
"12","7746679856",35,1,1,2016-07-02,2016-07-02,0,0,"","中国移动","Suzhou","China","Apple iPhone","Apple iPhone 6s","","180.106.49.63","Chinese","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Jiangsu","3.3.3","3.3.3",0,0,FALSE,301,0,TRUE,3,FALSE
"13","6590996655",6,1,0.5,2016-03-07,2016-07-11,0,0,"CloudKit-b8d2acc884e520d5f4994630df6ef21c4c15b734f71dd789cb88d5b629b2a36fd9344fe9a6e598eb514ede14dce7966ef42da0ad3386cf0615c57a477a2fd249","Verizon","Baltimore","United States","Apple iPhone","Apple iPhone 6s","Baltimore, MD","162.129.251.69","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Maryland","","3.4.0",0,0,FALSE,1576,0,TRUE,0,FALSE
"14","7731259551",9,1,0.5,2016-07-02,2016-07-02,0,0,"CloudKit-3a33d7fcd148ce26be04537f58c84f0eb85d23e28b15112efb5a4d8f91d27f23747d0dc111f363aa4440e6633e00b4c28f0a2656e0e26f9cab668670e18aa25b","Mobily","Riyadh","Saudi Arabia","Apple iPhone","Apple iPhone 6 Plus","","5.82.164.75","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Ar Riyāḑ","3.4.0","3.4.0",0,0,FALSE,NA,1,FALSE,0,FALSE
"15","6070923752",383,12,36,2016-04-19,2016-07-02,0,0,"CloudKit-dae402b1fc5985598c7ca82725890bbfe9809c5a0c301ab3e7ff53adcf8da3d91d9e683fa581de9279f939bdad21f438bcc2ff5b68c041c70898a2f72fccdb19","fido","New Westminster","Canada","Apple iPhone","Apple iPhone 6","","70.71.25.181","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","British Columbia","3.3.1","3.4.0",4,0,TRUE,3451,0,TRUE,10,FALSE
"16","6590139240",8,2,0.5,2016-02-11,2016-07-02,0,0,"CloudKit-1fa3c3288c0510e8f5a5cf2b676e7a900c5fd0dafce7ecec685680e433b5620bc7cb240bb3f9adbdfeee2756e0d012c9eb5f8d07a30a5b971697335d64dd2b14","STC","Jeddah","Saudi Arabia","Apple iPhone","Apple iPhone 6 Plus","","95.186.32.164","Arabic","amplitude-ios/3.8.1","ios 9.3.1",FALSE,"iOS","Makkah Province","","3.4.0",0,0,FALSE,347,0,TRUE,0,FALSE
"17","8002086020",6,1,0.5,2016-07-11,2016-07-11,0,0,"CloudKit-de88b2e5607f10df69afbeadd630bcaf0aa70d5505f9b8d7f07d01b1fc2a3f9e40ab9206d2e90e28954d689ba57e63eebad63272eaad6a843a75c0196fee6c24","TELIA","Västerås","Sweden","Apple iPhone","Apple iPhone 6","","83.226.229.227","Swedish","amplitude-ios/3.8.1","ios 8.3",FALSE,"iOS","Västmanland","3.4.0","3.4.0",0,0,FALSE,940,0,TRUE,0,FALSE
"18","7798042192",60,1,6,2016-07-04,2016-07-04,0,0,"CloudKit-4fb01e758ba8353d5cc49636cd39d5981a5e5523e7f8568040343741276fc8f6a36a9b0d697e96a81ddb9da7510b140abe8a865af48f4e635a76a1dd5fdbdc9c","Verizon","Hilliard","United States","Apple iPhone","Apple iPhone 5c","Columbus, OH","65.60.253.236","English","amplitude-ios/3.8.1","ios 8.3",FALSE,"iOS","Ohio","3.4.0","3.4.0",0,0,FALSE,5291,0,TRUE,0,FALSE
"19","6590080684",58,2,3,2016-04-06,2016-07-18,0,0,"CloudKit-8c1d1c9e5bcffaad87f9b7c7322c2b60ec71aad2ef5203fb0420bc3a965931f8d1ac2680645d77d9740bb7d6dbaa2bfc34f4314b3cb73fc0b6bcad9c543d1294","AT&T","Oxford","United States","Apple iPhone","Apple iPhone 6","Memphis, TN","99.3.162.93","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Mississippi","","3.5.0",0,0,TRUE,21042,0,TRUE,30,FALSE
"20","7763616415",72,1,5,2016-07-03,2016-07-03,0,0,"","Carrier","","Iran","Apple iPhone","Apple iPhone 5s","","5.120.245.234","English","amplitude-ios/3.8.1","ios 9.2",FALSE,"iOS","","3.4.0","3.4.0",0,0,FALSE,15,0,TRUE,1,FALSE
"21","8432898809",32,1,2,2016-07-25,2016-07-25,0,0,"CloudKit-7810de96bd9dc435326b77d194ab47d2bb1654d2ec42f72055a7471d94ee2eb601e0785664b9c65f960d493c167312c846f67dcb9fc28276deaca5b39783e275","Verizon","San Diego","United States","Apple iPhone","Apple iPhone 6s Plus","San Diego, CA","72.192.130.192","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","California","3.5.1","3.5.1",0,0,FALSE,396,0,TRUE,11,FALSE
"22","6590990654",108,2,15,2016-03-28,2016-07-21,0,0,"CloudKit-926a9dc6c6f4e937182f564a90cd73bc9b28ca96cd4f43fe47ee810691f62c328e879e5d3ff002af66534dd228a7eaecc7f2389d4c6de5cf709e98a6bf504e5b","SFR","Villeparisis","France","Apple iPhone","Apple iPhone 5s","","89.82.229.207","French","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Seine-et-Marne","","3.5.0",0,0,TRUE,1190,0,TRUE,16,FALSE
"23","6590338472",30,2,1,2016-02-06,2016-07-04,0,0,"CloudKit-c0f0b179adfc49f8ede1a053343b397deb05ef034c0327afa03954f239941df1390ba11890142b76ab330ceafac88bc34addd45f494a3547a3684715899f3486","AT&T","","United States","Apple iPhone","Apple iPhone 6s","","107.77.198.131","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","","","3.4.0",0,0,FALSE,162,0,TRUE,3,FALSE
"24","8382771454",111,1,7,2016-07-24,2016-07-24,0,0,"CloudKit-dbf7f4d980dd0feb1567bff791d7cadaa7f26d8a524f86b6742e4aebc7b0d72c04b69ac508f1c727d4b886fc79cdb512896551c028ffd604a2a7de1bc9873468","Verizon","Tacoma","United States","Apple iPhone","Apple iPhone 6s Plus","Seattle-Tacoma, WA","73.225.128.62","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Washington","3.5.1","3.5.1",0,0,FALSE,2310,1,TRUE,11,FALSE
"25","6040687025",464,5,33,2016-05-07,2016-07-05,0,0,"","AT&T","Cape Coral","United States","Apple iPhone","Apple iPhone 6 Plus","Ft. Myers-Naples, FL","71.52.160.71","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Florida","3.3.3","3.4.0",0,0,FALSE,5862,1,TRUE,18,FALSE
"26","7553977144",199,9,29,2016-06-26,2016-07-26,0,0,"CloudKit-6cd61ed12653cd3c5ef7220c35a0d0f55e1d8fdd2dec430ca516473702a3bd4eaf8af8e241f2b283c13b8af136e0e8b9eaa091b661dcd6e0e86462fc431c582b","Sprint","Lincoln","United States","Apple iPhone","Apple iPhone 6","Lincoln & Hastings-Kearney, NE","76.84.118.210","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Nebraska","3.3.3","3.5.1",0,0,FALSE,161,0,TRUE,18,FALSE
"27","7547433432",16,1,0.5,2016-06-26,2016-06-26,0,0,"","中国移动","Changsha","China","Apple iPhone","Apple iPhone 6s","","124.231.130.168","Chinese","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Hunan","3.3.3","3.3.3",0,0,FALSE,0,0,TRUE,0,FALSE
"28","8193983767",7,1,0.5,2016-07-18,2016-07-18,0,0,"","OPTUS","Melbourne","Australia","Apple iPhone","Apple iPhone 6 Plus","","49.185.232.234","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Victoria","3.4.0","3.4.0",0,0,FALSE,1508,0,TRUE,0,FALSE
"29","6045002687",613,20,60,2016-05-08,2016-07-24,1,3.43,"CloudKit-4b85d356491121191b691b8c86940b95b16201a4a8686938063ab9a59a4f3f69e765838bcde0049892a3d50d7844c23e40983bcd835c23d32d6c569cb038f1ad","Telstra","Aspley","Australia","Apple iPad","Apple iPad Pro","","106.71.240.136","English","amplitude-ios/3.8.2","ios 10.0",TRUE,"iOS","Queensland","3.3.3","3.5.1",0,0,FALSE,1455,1,TRUE,13,FALSE
"30","5821988127",2694,48,240,2016-04-25,2016-07-24,0,0,"CloudKit-2fd07088136dd9cbaf4e9d37a00e43c5e485eb15f75179e2bc69e3627368693b1dd01cf39fe0fe0723cea382fa18d55e2d321672e9a95174d71ab706d59c9dfb","Sprint","Honolulu","United States","Apple iPhone","Apple iPhone 6","Honolulu, HI","72.234.197.219","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Hawaii","3.3.1","3.5.1",18,0,TRUE,333,2,TRUE,50,FALSE
"31","7758337843",200,6,14,2016-07-03,2016-07-04,0,0,"CloudKit-c917afcf4830a72a4ae1b308acb0713f765d639b0620f137ac3b8f8e5a2b96077eca63b4f3ad47889acc43d4fef5c14cd7a936340943546e202ad85bf74c50a7","T-Mobile","Houston","United States","Apple iPhone","Apple iPhone 6s","Houston, TX","172.56.15.153","English","amplitude-ios/3.8.1","ios 10.0",FALSE,"iOS","Texas","3.4.0","3.4.0",0,0,TRUE,254,6,TRUE,4,FALSE
"32","7857446314",163,4,26,2016-07-06,2016-07-07,0,0,"","Carrier","Vyshhorod","Ukraine","Apple iPad","Apple iPad Pro","","91.214.19.242","Ukrainian","amplitude-ios/3.8.1","ios 9.3.1",FALSE,"iOS","Kyiv Oblast","3.4.0","3.4.0",0,0,FALSE,4,4,TRUE,3,FALSE
"33","8338847119",85,2,9,2016-07-22,2016-07-25,0,0,"","Vodafone India","Bengaluru","India","Apple iPhone","Apple iPhone 5s","","116.202.30.168","English","amplitude-ios/3.8.2","ios 9.3.3",FALSE,"iOS","Karnataka","3.5.1","3.5.1",0,0,FALSE,210,0,TRUE,11,FALSE
"34","7569355507",25,2,2,2016-06-27,2016-07-01,0,0,"CloudKit-ab8198bcacec40714bd250b9e53f78b053a19fd66c3ae6738c41e307f7fe6a407ddee581f8b13885b1ab6ce553b5336b6bc57ecd09acb7f5899ef68403aea01e","KT","Seoul","South Korea","Apple iPhone","Apple iPhone 6","","39.7.47.48","Korean","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Seoul","3.3.3","3.3.3",0,0,FALSE,5995,0,TRUE,0,FALSE
"35","6429026412",0,0,0,NA,NA,NA,NA,"CloudKit-f2a7a042208841a7430d836bcc65a444a634ac9e972d7132131339c8ed06ad208e9272f518b06fd6e37bd33b5319bfa676b869aa492b7d7161a90829c8d1997a","AT&T","Fremont","United States","Apple iPhone","Apple iPhone 6s","San Francisco-Oakland-San Jose, CA","184.105.255.231","English","amplitude-ios/3.8.2","ios 9.3.2",TRUE,"iOS","California","3.3.3","3.5.1",0,0,FALSE,342,0,TRUE,28,FALSE
"36","8239002522",1,1,0.5,2016-07-19,2016-07-19,0,0,"","movistar","","Spain","Apple iPad","Apple iPad 2","","37.12.239.108","Spanish","amplitude-ios/3.7.0","ios 8.4.1",FALSE,"iOS","","3.3.3","3.3.3",0,0,FALSE,NA,0,FALSE,0,FALSE
"37","6592157338",392,49,34,2016-02-14,2016-07-27,0,0,"CloudKit-4fc75309e3f651f525d3467fbe176f8c2e2901441be3a57ee958a7e4ba0499f531538ea018c8e665b9afd20c4b1c94e32b709070fed30a9431aa54e9ac727175","Verizon","Skokie","United States","Apple iPad","Apple iPad 4","Chicago, IL","24.136.20.139","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Illinois","","3.5.1",0,0,FALSE,83,327,TRUE,17,FALSE
"38","7633431701",24,1,1,2016-06-29,2016-06-29,0,0,"CloudKit-e36937837b252d1f5c44241ed701346d448752c283cfb2cd70de506c409db013d52ea4c66a547ffffe54822731713c101950fea96dc8c061d8cab4b77751d871","Verizon","La Crescenta","United States","Apple iPhone","Apple iPhone 5s","Los Angeles, CA","68.118.149.36","English","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","California","3.3.3","3.3.3",0,0,FALSE,0,0,TRUE,0,FALSE
"39","6590585947",5,2,0.5,2016-02-06,2016-07-19,0,0,"CloudKit-f8316db759bf8b3dc3e812231f4e9261cd100688512186478aed37b6f80be847a322e316c99173d1534e5a5c43d05747f76b172b4f2d91d12e6b8a2ac841890b","giffgaff","Peterborough","United Kingdom","Apple iPhone","Apple iPhone 6 Plus","","86.4.244.76","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Peterborough","","3.5.1",0,0,FALSE,2947,0,TRUE,15,FALSE
"40","8150684101",3,1,0.5,2016-07-16,2016-07-16,0,0,"CloudKit-a5c8f1b9c576bb47d42b907b1b17868b4a1a658e94af23014c069121bf9fde1d36c6f64c1adf2d9035164331050f58230f9a9ebf4e30e4deaf69fcf87ebd6acf","TELIA","Vaellingby","Sweden","Apple iPhone","Apple iPhone 4s","","89.253.121.51","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Stockholm","3.5.0","3.5.0",0,0,FALSE,7849,0,TRUE,11,FALSE
"41","7810040285",52,1,6,2016-07-05,2016-07-05,0,0,"CloudKit-a4502be4d6eb9ad38653f321bb2dbd968e05f001c290a09a64df2538ebf2dc570cf7c4d3a63d765c399009b1964c0b05a6503ef30cf93391627c4cb950a2ca85","AT&T","Albany","United States","Apple iPhone","Apple iPhone 6","Portland, OR","50.188.150.176","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Oregon","3.4.0","3.4.0",0,0,FALSE,4312,0,TRUE,0,FALSE
"42","6594741833",544,14,60,2016-02-09,2016-07-18,0,0,"CloudKit-42c822696e09cdd912bbe72c1019d74b94914b1df8e7fdcb8820cdd99bf14e3b1b9d272520b3675f3b8408f22e5a3243b19134040a7a991d897a719bd51129be","","Lubbock","United States","Apple iPod","Apple iPod Touch 6G","Lubbock, TX","50.27.49.142","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Texas","","3.5.0",0,0,FALSE,324,2,TRUE,22,FALSE
"43","6594865023",204,7,14,2016-02-12,2016-07-05,0,0,"CloudKit-a23deb4b5cbae488aa8981c88f18d746f90388480b762d91f25fde717db230962d68bb9ff5470725beedc8164e732eb8086a6d2f89f96649c72c01a651b10756","vodafone UK","Farnborough","United Kingdom","Apple iPhone","Apple iPhone SE","","85.255.233.20","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Hampshire","","3.4.0",7,0,FALSE,273,5,TRUE,9,FALSE
"44","5937383120",584,54,60,2016-04-27,2016-07-27,0,0,"D9963F2E-61CD-41D3-89D6-FB23E3FF45AF","AIRCEL","Kanpur","India","Apple iPhone","Apple iPhone 6","","1.22.121.193","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Uttar Pradesh","3.3.1","3.4.0",0,0,TRUE,2004,152,TRUE,15,FALSE
"45","8195571660",4,2,0.5,2016-07-18,2016-07-22,0,0,"","OPTUS","Newport","Australia","Apple iPad","Apple iPad Pro","","110.140.142.164","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Victoria","3.5.0","3.5.1",0,0,TRUE,1326,0,TRUE,11,FALSE
"46","6602214323",13,3,1,2016-05-26,2016-07-18,0,0,"CloudKit-825495140036635d1b657d1767f0038a900ede533e0351ed36d61cf89cf0c72cfd4401362ba7be897cd9b49a659d95f40d9099186d98ac88bdc5589cb7a46a89","Sprint","Salt Lake City","United States","Apple iPhone","Apple iPhone 6","Salt Lake City, UT","66.87.126.131","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Utah","3.3.3","3.4.0",0,0,FALSE,NA,0,FALSE,0,FALSE
"47","6460186365",10,7,0.5,2016-05-22,2016-07-15,0,0,"CloudKit-1b71474e68e5b67d92b11a1c89e4d2ae03a4daa857348ee3dc79cc7c6919befe273e2d0127b863113281cb754fc83fdcd5087dc362062613dd3b1fdc3db3e8c5","TRUE-H","Huai Khwang","Thailand","Apple iPhone","Apple iPhone 6","","27.55.229.61","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Bangkok","3.3.3","3.4.0",0,0,FALSE,4691,0,TRUE,1,FALSE
"48","6593515148",36,4,3,2016-02-14,2016-07-27,0,0,"CloudKit-35f6474632c985160ee53f31cb75e8c9f29640e068cce4199fb59d1a7ec7ed5af5fbf5e83c9899d06462ef8d9f3cb056f4265e4a9b254d81b54c98f1c9567e2a","CLARO PA","","Panama","Apple iPhone","Apple iPhone 5","","190.5.241.43","English","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Provincia de Chiriqui","","3.4.0",0,0,FALSE,335,0,TRUE,0,FALSE
"49","7718167796",1,1,0.5,2016-07-01,2016-07-01,0,0,"","","Enschede","Netherlands","Apple iPad","Apple iPad 2","","82.74.201.187","Dutch","amplitude-ios/3.7.0","ios 9.3.1",FALSE,"iOS","Provincie Overijssel","3.3.3","3.3.3",0,0,FALSE,NA,0,FALSE,0,FALSE
"50","7675980867",33,1,8,2016-06-30,2016-06-30,0,0,"CloudKit-104812a95d7feef570434191d17b1fc7fa1624da178ff2ada4c5ab3d0ab07898de7d4018ebd936d43a0f8e662cac787b82f196837e6a56eb1d070d429bd9db07","OPTUS","Broadbeach","Australia","Apple iPhone","Apple iPhone 6 Plus","","124.191.72.38","English","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Queensland","3.3.3","3.3.3",0,0,TRUE,4220,0,TRUE,0,FALSE
"51","5999730365",558,13,38,2016-05-06,2016-07-20,0,0,"CloudKit-9553402a52d217f357e28a0dbe2e68bb4bc7cb5e3d1df6bcd94959d558a92fcd68d7d1c98a7285ecc84b7d7ff3c5440a59e7ce7b8eaffb3ff7b78b0d5229eb64","TIM","Cocal","Brazil","Apple iPhone","Apple iPhone 5","","191.33.126.109","Portuguese","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Piaui","3.3.2","3.5.1",0,0,TRUE,176,0,TRUE,17,FALSE
"52","6590321458",48,1,2,2016-02-06,2016-07-05,0,0,"CloudKit-988c412ca2240194884959163575652318733abaa7c457d2b5907400f117433e3d5f27bb99f9b9738e95eb9b4e0ce7af61452855d4872492d889d7308f4b26bc","中国移动","Shijiazhuang","China","Apple iPhone","Apple iPhone 6 Plus","","223.104.13.64","Chinese","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Hebei","","3.4.0",0,0,FALSE,3232,0,TRUE,1,FALSE
"53","5808328314",102,9,6,2016-04-28,2016-07-08,0,0,"CloudKit-2d461878531c70ff6077a6da009d0edac2f83de680e0cbf9d4ca8ff9ff92aee6b5344836059adec07b111abdfa9cf99632dd67c37bbf3a94aed03a1de68b8158","TIM","Venice","Italy","Apple iPhone","Apple iPhone 5","","80.182.58.67","Italian","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Venice","3.3.2","3.4.0",0,0,FALSE,379,3,TRUE,15,FALSE
"54","7683714560",210,1,4,2016-06-30,2016-06-30,0,0,"CloudKit-ae5ca9704a5ef56a760ae9d72f4ed702d75adb280899eacd14707cf7a9b89bdf44aaf4c0117777cb3bf85e64296dcbfcb55741ca0c8e2202b66217f4b6bb03e1","MegaFon","Nizhniy Novgorod","Russia","Apple iPhone","Apple iPhone 6","","5.166.211.128","Russian","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Nizhegorodskaya Oblast'","3.3.3","3.3.3",0,0,FALSE,168,0,TRUE,1,FALSE
"55","6593571655",26,1,1,2016-02-17,2016-07-25,0,0,"CloudKit-a357fdc0744f2966c9f3b3c9d9fe924322c0b64a606e86fee3ad8fc3327447827357816c67fea8e78e835d3b164bc7d0075fcafc54dddaa5b493e2f95eaa8779","KT","Anyang-si","South Korea","Apple iPhone","Apple iPhone 6s","","1.241.77.236","Korean","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Gyeonggi-do","","3.4.0",0,0,TRUE,2495,0,TRUE,0,FALSE
"56","5977228661",85,4,4,2016-05-05,2016-06-26,0,0,"CloudKit-d5d24e3340ded6f61825a925e7001fd9ba2bc6f2f66942350b45be2870b96d5368584edd4be3d8ed23909400802568a3b7e66f535aa4519566b460d2f7106aeb","AT&T","Augusta","United States","Apple iPhone","Apple iPhone 6","Augusta, GA","107.134.155.157","English","amplitude-ios/3.7.0","ios 9.3.2",FALSE,"iOS","Georgia","3.3.2","3.3.3",0,0,TRUE,1983,0,TRUE,4,FALSE
"57","6592522870",100,4,27,2016-02-10,2016-07-15,0,0,"CloudKit-f110412e779ae87e33d52a9fd290c88707ef796bba660cc16275cdffdef304cc352a9a3f37bc94718dbb7520d35d8f230d1e0709af0c76a59c25568309f156ef","AT&T","Hampstead","United States","Apple iPhone","Apple iPhone 6 Plus","Wilmington, NC","75.130.177.28","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","North Carolina","","3.5.0",0,0,FALSE,441,6,TRUE,15,FALSE
"58","5981914616",777,22,60,2016-05-05,2016-07-23,0,0,"CloudKit-1089646c54d245356020981995d5740a6c0f34d1fea758ebc0d3ba6eac16bd4f3c457ad4943342cec81d8d469a852ff5512b1054e5b7d4fc1f352f9a643220ac","Rogers","Abbotsford","Canada","Apple iPhone","Apple iPhone 6","","108.180.99.173","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","British Columbia","3.3.2","3.5.1",0,0,TRUE,8977,0,TRUE,38,FALSE
"59","6031757240",8,2,0.5,2016-05-07,2016-07-23,0,0,"CloudKit-799fceb373d3dc2c07631a583f30a34291f2da094207365359c7e4b3a8889d9205f5e277c4f298f5b16001b222c2ceae37b6cd3ad1b32382ceac64c5d15a7b03","AT&T","Hendersonville","United States","Apple iPhone","Apple iPhone 6s","Nashville, TN","76.114.121.29","English","amplitude-ios/3.8.2","ios 9.3.2",FALSE,"iOS","Tennessee","3.3.3","3.5.1",0,0,FALSE,NA,0,FALSE,11,FALSE
"60","6590669633",9,1,0.5,2016-02-06,2016-07-07,0,0,"CloudKit-249f5c1772b7390e8198b3634a75502543b5ecdf233f2551e2c1c97fd685d3e36ee19ffac1264eda18a0d743e1c153f30cd8065236c3554399b524f3cb963fe1","TIM","Modica","Italy","Apple iPhone","Apple iPhone 6s","","194.184.131.3","Italian","amplitude-ios/3.8.1","ios 9.3.2",FALSE,"iOS","Province of Ragusa","","3.4.0",0,0,TRUE,1044,1,TRUE,3,FALSE
